,사업장명,지역(구)
1683,아메리칸휘트니스,금천구
1684,퍼플짐앤요가,금천구
1685,비타민 휘트니스,금천구
1686,주식회사 더랩스휘트니스 독산,금천구
1687,시흥점 스포애니 (주)케이디스포츠,금천구
1688,RSM 휘트니스,금천구
1689,움 Gym,금천구
1690,바디채널핏 독산점,금천구
1691,에스바디짐,금천구
1692,난곡점 스포애니 (주)케이디스포츠,금천구
1693,쉬리 여성전용 헬스클럽,금천구
1694,지비휘트니스문화센터,금천구
1695,브이,금천구
1696,중앙헬스클럽,금천구
1697,헬스보이짐&골프인 가산역점,금천구
1698,피티플레이스,금천구
1699,주식회사 인스타짐 독산역점,금천구
1700,프로바디핏,금천구
1701,지7 워크아웃(휘트니스),금천구
1702,AMG휘트니스,금천구
1703,에펠짐,금천구
1704,MCT GYM,종로구
1705,일루고짐,금천구
1706,스포애니 가산디지털단지역점,금천구
1707,일루고짐,금천구
1708,리메이크짐,금천구
1709,택짐피티샵,금천구
1710,오운스테이지,금천구
1711,퍼펙트 P.T,금천구
1712,Total Strength GYM,금천구
1713,비트 16 가산점,금천구
1714,ONE PT,금천구
1715,일루고짐,금천구
1716,SOAR GYM,금천구
1717,브로콜리 휘트니스,금천구
1718,에스인핏PT,금천구
1719,핫해짐,금천구
1720,쿠마휘트니스,금천구
1721,파워짐,금천구
1722,웰메이드피티샵,금천구
1723,day one fitness,금천구
1724,제이미 피티 스튜디오,금천구
1725,우리스포렉스,금천구
1726,우림휘트니스클럽,금천구
1727,와우휘트니스,금천구
1728,리메디PT,동대문구
1729,뉴금천휘트니스,금천구
1730,주) 인스타짐,금천구
1731,남진헬스,금천구
1732,메디핏,영등포구
1733,웅짐,영등포구
1734,베이스휘트니스,영등포구
1735,주식회사 업핏,영등포구
1736,테라피트,영등포구
1737,주식회사제임스짐아이에프씨,영등포구
1738,당산역점 스포애니 주)케이디스포츠,영등포구
1739,바디 챌린지,영등포구
1740,리얼바디짐 문래점,영등포구
1741,파텔라,영등포구
1742,머슬팜짐,영등포구
1743,헬스보이짐,영등포구
1744,스트롱무브,영등포구
1745,뷰에르,영등포구
1746,(주) 스포짐 양평점,영등포구
1747,신길동점 스포애니,영등포구
1748,신길PT,영등포구
1749,헬스보이짐,영등포구
1750,포임스포츠클럽,영등포구
1751,푸른숲헬스사우나,영등포구
1752,알파 트레이닝센터,영등포구
1753,짐라이트,서대문구
1754,해군 헬스장,영등포구
1755,코트야드 피트니스 센터,영등포구
1756,위너헬스크럽,영등포구
1757,에버핏 오류점,구로구
1758,무브케어랩 퍼스널트레이닝,서초구
1759,주식회사 영자피트니스 썬프라자,영등포구
1760,온바디짐,관악구
1761,핏타운,영등포구
1762,진풍헬스,영등포구
1763,이도공감,영등포구
1764,헬스보이짐 여의도역점,영등포구
1765,(주)스퀘어짐 당산점,영등포구
1766,쿼터짐,영등포구
1767,코리아 스트렝스(Korea Strength),영등포구
1768,바디클래스,영등포구
1769,크로스핏혼,영등포구
1770,CrossFit Movement,영등포구
1771,크로스핏 킹콩,영등포구
1772,헬스네비 휘트니스,영등포구
1773,프라나(Prana)헬스클럽,영등포구
1774,더 퍼스트 피티 스튜디오,서초구
1775,로그짐 송파역점,송파구
1776,디지피트니스(DG FIT)&골프,영등포구
1777,트레이닝 스튜디오 비칼,영등포구
1778,이루어짐 대림점,영등포구
1779,커브스 당산클럽,영등포구
1780,PT PICK(피티픽),영등포구
1781,팝스짐 스마트,영등포구
1782,짐릿(Gym Lit),마포구
1783,커브스 당산2클럽,영등포구
1784,휴휘트니스,영등포구
1785,맨하탄 체력장,영등포구
1786,아이언짐 신길점,영등포구
1787,(주)데일리짐,동작구
1788,머슬 R.O.K.,양천구
1789,테리온 휘트니스,영등포구
1790,바디소울PT 문정점,송파구
1791,버핏그라운드 역삼 별관 팀버핏 역삼,강남구
1792,드림오브바디,영등포구
1793,휘트니스 바빌론,영등포구
1794,비타민헬스휘트니스,영등포구
1795,헬스존,영등포구
1796,스컬짐,영등포구
1797,김금자 BodyFit,영등포구
1798,백선생운동센터,영등포구
1799,진 휘트니스,영등포구
1800,스포짐(SPOGYM),영등포구
1801,현대카드/캐피탈 휘트니스센터,영등포구
1802,클라우드짐2,영등포구
1803,큐어짐＆큐어필라테스,영등포구
1804,리얼핏짐,강남구
1805,FIT PLE,구로구
1806,터닝핏,영등포구
1807,크로스핏 무브먼트,영등포구
1808,파워존,영등포구
1809,몸애 끌림,영등포구
1810,커브스 문래클럽,영등포구
1811,바디신화,영등포구
1812,Young Gym,영등포구
1813,바디픽스,영등포구
1814,제이제이 피트니스,영등포구
1815,클라우드짐 선유도,영등포구
1816,(주)바디채널 여의도,영등포구
1817,클락짐 당산점,영등포구
1818,온앤온짐,영등포구
1819,(주)아이비스마트,영등포구
1820,신길동 머슬베어,영등포구
1821,코드짐 신길점,영등포구
1822,건강더하기헬스,영등포구
1823,코리아휘트니스,영등포구
1824,GT휘트니스클럽,영등포구
1825,에스(s) 휘트니스,금천구
1826,카인드짐24시 휘트니스& 태닝,도봉구
1827,이지휘트니스,영등포구
1828,건강해짐(Gym),강남구
1829,바디체인지헬스,영등포구
1830,스타트원짐,영등포구
1831,커브스 보라매클럽,영등포구
1832,GT휘트니스 2호점,영등포구
1833,(주)피프티핏,영등포구
1834,FS Garden,영등포구
1835,라온휘트니스&필라테스,영등포구
1836,M2FIT,영등포구
1837,더킹피트니스 2호점,영등포구
1838,고투(GOTO) 여의도,영등포구
1839,크로스핏 타키온,노원구
1840,(주)에이치코어랩,강남구
1841,동네 운동장,동대문구
1842,아라핏 스튜디오,서초구
1843,피트니즈 중곡점,광진구
1844,올바른 PT,영등포구
1845,휴 휘트니스,영등포구
1846,슬릭 여의도캠프,영등포구
1847,LAFIT PT STUDIO,영등포구
1848,FIT-GYM,영등포구
1849,데일리프로젝트 피트니스,영등포구
1850,크로스핏 쿠타짐 영등포,영등포구
1851,원앤온리짐,영등포구
1852,위아핏,영등포구
1853,바르다짐,영등포구
1854,운동메이트,영등포구
1855,헬스보이짐 문래역점,영등포구
1856,클라우드짐 프라임,영등포구
1857,프라임짐,영등포구
1858,WE ARE FITNESS,영등포구
1859,에이블짐 영등포역점,영등포구
1860,스마트짐,동작구
1861,투혼짐,동작구
1862,Keep Fit studio,동작구
1863,혁 PT,동작구
1864,클럽컬리넌,동작구
1865,바디테일러 PT,동작구
1866,피트니스 킹덤,동작구
1867,크로스핏 뉴젠,마포구
1868,바른핏,동작구
1869,주-한국스포츠개발짐리턴,동작구
1870,VIVA LA GYM (비바라짐),동작구
1871,커브스 사당클럽,동작구
1872,어울림 바디클리닉(P.T 샵),동작구
1873,델피 운동센터,중구
1874,트루머슬짐,동작구
1875,더 본짐,동작구
1876,이콩고,동작구
1877,아워러스(OUROUS),동작구
1878,J.J GYM,동작구
1879,모브트레이닝 센터,동작구
1880,근육형제,동작구
1881,주-포스트,동작구
1882,써킷일레븐11(써킷11),동작구
1883,업투 이수역점,동작구
1884,휘트니스 벨라,동작구
1885,엑스 콩고,동작구
1886,얼티밋크로스핏 이수점,동작구
1887,해가든짐,동작구
1888,미라주 휘트니스,동작구
1889,아이언짐2관,동작구
1890,명문헬스클럽,동작구
1891,성원상떼빌 휘트니스,동작구
1892,코드짐,동작구
1893,공간 PT,강서구
1894,엠에이치 토탈 휘트니스 신대방,동작구
1895,플러스버닝 퍼스널트레이닝,동작구
1896,양성주 휘트니스,동작구
1897,피렉스휘트니스센터,동작구
1898,슈트짐(SUIT GYM),동작구
1899,주식회사 피트니스101 을지로,중구
1900,리턴투 필라테스,동작구
1901,크로스핏 포스,동작구
1902,제이디 피티샵,동작구
1903,휘트니스 452,동작구
1904,스마트짐 PT&필라테스,동작구
1905,Vamos Gym,동작구
1906,더블유짐 상도점,동작구
1907,원투원휘트니스,동작구
1908,바디킹PT샵,동작구
1909,(주)킹콩휘트니스,동작구
1910,프레토 휘트니스,동작구
1911,러너 피트니스,동작구
1912,이루어짐,동작구
1913,비엠헬스장,동작구
1914,엔짐,동작구
1915,마크짐 휘트니스,동작구
1916,헤라클레스,동작구
1917,바디 디자인샵,동작구
1918,SMART GYM,동작구
1919,크로스핏 보라매. 엘루이짐,동작구
1920,짐퍼스트 헬스(우성점),동작구
1921,Ground-K,동작구
1922,휘트니스 피플,동작구
1923,커브스 상도클럽,동작구
1924,NEW-OLD GYM,동작구
1925,보라매 휘트니스,동작구
1926,에브리데이짐,동작구
1927,국제 헬스,동작구
1928,모어짐(체력단련장),동작구
1929,YFIT 퍼스널트레이닝,노원구
1930,주- 이수역 헬스장 영자,동작구
1931,펠리스짐,동작구
1932,시즌온짐,관악구
1933,트윈PT,관악구
1934,KuksooL Multi-Gym,관악구
1935,크로스핏 하쿠나마타타 신림,관악구
1936,ESC(elite sporst conditioning GYM),관악구
1937,커브스 낙성대클럽,관악구
1938,다조아짐,관악구
1939,채육관,관악구
1940,fitness SUIT,관악구
1941,에이오 짐,관악구
1942,런 서울대입구,관악구
1943,에이오짐,관악구
1944,폴인핏(FALL IN FIT),관악구
1945,동방짐 피트니스,관악구
1946,모아핏휘트니스 낙성대역점,관악구
1947,텐퍼센트 짐,관악구
1948,짐박스피트니스 신림2호점,관악구
1949,With Gym(위드짐),관악구
1950,Re:BODY 헬스 365,관악구
1951,레코브,관악구
1952,천프로짐,관악구
1953,에이치코어낙성대점,관악구
1954,러너스하이 피트니스 신림,관악구
1955,PHOENIX 휘트니스 클럽,관악구
1956,더 스테이 짐(The Stay Gym),관악구
1957,고핏 피트니스,관악구
1958,힙짐(HIP GYM),관악구
1959,조이풀 피티샵,관악구
1960,핏 바디 짐,관악구
1961,유얼스짐 신대방역점,관악구
1962,:O GYM,관악구
1963,설핏,관악구
1964,데일리PT스튜디오,관악구
1965,휘트니스 에일린,관악구
1966,제이디피티샵,관악구
1967,짐박스 신림3호점,관악구
1968,VIP프린스휘트니스,관악구
1969,무브라이프짐,관악구
1970,터틀짐(Turtle Gym),관악구
1971,더 슈트(The SUIT),관악구
1972,하이엔드핏 PT,성동구
1973,이너핏,관악구
1974,GOGO점핑 다이어트,관악구
1975,슬림한바디PT 서울대입구점,관악구
1976,짐 인 더 하우스 2호점,관악구
1977,피트니스 FM,관악구
1978,천샘PT,관악구
1979,와이짐,관악구
1980,제이케이핏(2호점),도봉구
1981,피티나인,관악구
1982,우리 크로스핏 지엘짐 역도체육관 본점,관악구
1983,에이치코어,관악구
1984,바디에프오 낙성대점,관악구
1985,웨슬리짐,관악구
1986,유얼스짐 구로디지털점,관악구
1987,아크로 휘트니스,관악구
1988,동방헬스타운,관악구
1989,짐박스피트니스 봉천점,관악구
1990,서울대입구점 스포애니 주)케이디스포츠,관악구
1991,블랙멀티짐(서울대점),관악구
1992,엠에프(MF),관악구
1993,파운드 짐,관악구
1994,선샤인핏,관악구
1995,2351 필라테스&짐,관악구
1996,웨슬리짐,관악구
1997,근육터짐 지방빠짐,관악구
1998,R.F Shop(알에프샵),관악구
1999,다름 PT STUDIO 낙성대,관악구
2000,정피트니스,관악구
2001,동방 짐,관악구
2002,파워존 낙성대점,관악구
2003,얼티밋크로스핏 서울대점,관악구
2004,PT DAY,관악구
2005,바디짐 휘트니스,관악구
2006,영 휘트니스,관악구
2007,레드우드 휘트니스,관악구
2008,자마이카휘트니스,관악구
2009,HERO GYM,관악구
2010,헬스119,관악구
2011,낙성대점 스포애니 주)케이디스포츠,관악구
2012,교통문화교육원 헬스크럽,관악구
2013,보라매점 스포애니 주)케이디스포츠,관악구
2014,봉일스파랜드,관악구
2015,짐박스피트니스 난곡점,관악구
2016,럭키헬스클럽,관악구
2017,SY GYM,관악구
2018,주식회사 관악투엑스휘트니스,관악구
2019,짐 인 더 하우스(Gym in the house),관악구
2020,에스엠 휘트니스,관악구
2021,플렉스짐,관악구
2022,The Gym : 魂 (더 짐 : 혼),관악구
2023,피트니스키 FITNESSKI,노원구
2024,커브스 봉천클럽,관악구
2025,소울핏 2호점,동대문구
2026,고핏 퍼스널트레이닝,관악구
2027,동방헬스장,관악구
2028,Him PT,관악구
2029,온오프짐,관악구
2030,D.O.B 휘트니스,관악구
2031,자마이카 짐,관악구
2032,휘트니스에프엠,관악구
2033,휘트니스 에프엠,관악구
2034,서울대학교 Double S Fitness,관악구
2035,더 스페셜 짐,관악구
2036,엑스(x)휘트니스,서초구
2037,휘트니스피플 우먼 서울대점,관악구
2038,CMB피트니스,관악구
2039,스포짐,관악구
2040,은천점 스포애니 주)케이디스포츠,관악구
2041,휘트니스피플 신림점,관악구
2042,KUTA,관악구
2043,제임스킬짐,관악구
2044,얼티밋크로스핏 난곡점,관악구
2045,JS GYM,관악구
2046,곰짐(Gom Gym),관악구
2047,제이짐,관악구
2048,텐 퍼센트(TEN PERCENT),관악구
2049,태선생 운동건강연구원(저스트바디짐),관악구
2050,바디트레이닝(미),관악구
2051,혁PT,관악구
2052,운동하는날 서울대봉천점,관악구
2053,짐박스피트니스 신림4호점,관악구
2054,리메이크바디샵,관악구
2055,이동근 바디퍼포먼스,서초구
2056,엠퍼스널트레이닝서초,서초구
2057,발리휘트니스(BALI Fitness),서초구
2058,퍼스트짐,서초구
2059,골드에스 휘트니스 필라테스 서초점,서초구
2060,피트니스솔루션,서초구
2061,오늘하루운동,서초구
2062,(주)에이블짐 교대역점,서초구
2063,베스트 오브 벨리,서초구
2064,클럽몬스터(CLUB MONSTER),서초구
2065,온더피티스튜디오 서초점,서초구
2066,라이프짐 서원역점,관악구
2067,지핏 지타워피트니스(G-Fit G-Tower Fitness),구로구
2068,로그짐,서초구
2069,히스토리,서초구
2070,러브유어바디 피티 스튜디오,서초구
2071,블랙포스짐 교대점,서초구
2072,에브리데이 PT,서초구
2073,릿업핏PT,관악구
2074,(주)다이나믹케어,서초구
2075,파인어스PT,서초구
2076,매일핏,서초구
2077,주식회사 비욘드 더브랜드,서초구
2078,F45 교대,서초구
2079,아틀라스 트레이닝(Atlas),서초구
2080,글로우짐,서초구
2081,서초헬스크럽,서초구
2082,the Fitness LAB,서초구
2083,벧쎌RC,서초구
2084,파인휘트니스,서초구
2085,에이제이짐,서초구
2086,옵티멀휘트니스(optimal fitness),서초구
2087,(주)그레이트짐,서초구
2088,드림팩토리(Dream Factory),서초구
2089,피트니스 타임,서초구
2090,라비아 피트니스,서초구
2091,마커스짐,서초구
2092,삼성물산 서초사옥휘트니스,서초구
2093,토마토휘트니스클럽,서초구
2094,아유짐,서초구
2095,에스짐 신정네거리역점,양천구
2096,Lion GYM,서초구
2097,파워슈로스 운동센터,서초구
2098,서래,서초구
2099,하이드파크,서초구
2100,마이다스 스튜디오,서초구
2101,Training-Parc(트레이닝파크),서초구
2102,이수역점 스포애니 주)케이디스포츠,서초구
2103,고투(GOTO) 방배,서초구
2104,(주)더 파스칼,서초구
2105,테라 짐,서초구
2106,HAVEN,서초구
2107,바디엔지니어,서초구
2108,대한퍼스널트레이너협회,서초구
2109,어메이짐(Amazym),서초구
2110,(주)잠원투엑스휘트니스,서초구
2111,비바라짐,서초구
2112,퍼스널 트레이닝 S,서초구
2113,폴인핏 신림점,관악구
2114,포텐PT,강남구
2115,바디메이크업(256),서초구
2116,뱅뱅사거리점 스포애니 (주)케이디스포츠,서초구
2117,코아텔휘트니스클럽,서초구
2118,대한퍼스널트레이닝,서초구
2119,헬싱타운,서초구
2120,멋짐헬스PT,서초구
2121,스카이스포츠,서초구
2122,타워 휘트니스(TOWER FITNESS),서초구
2123,버터짐,서초구
2124,휴메이크 휘트니스,서초구
2125,딸기짐,서초구
2126,안전지대 휘트니스,서초구
2127,우정스포츠,서초구
2128,듀발휘트니스,서초구
2129,마이짐(MY GYM),서초구
2130,더베스트짐,서초구
2131,피트니스팩토리24,서초구
2132,NKB PT GYM,서초구
2133,비컴스 피트니스,서초구
2134,Fit To be 815,서초구
2135,김재환짐,서초구
2136,고마워 휘트니스,서초구
2137,현대헬스,서초구
2138,헬스토피아,서초구
2139,골드헬스클럽,서초구
2140,플레이핏 앤 필라테스,서초구
2141,플라이 짐,서초구
2142,MKG 피트니스,서초구
2143,쥬빌짐,서초구
2144,티랩스튜디오 시그니처 서초점,서초구
2145,G.O PT Studio,서초구
2146,강남역2호점 스포애니 주)케이디스포츠,서초구
2147,핏바디스튜디오,서초구
2148,더 스토리짐,서초구
2149,달라짐,서초구
2150,(주)휴메이크,서초구
2151,골든 크라운 크로스핏,서초구
2152,H Core Fitness,서초구
2153,휴짐나지움,서초구
2154,4TP fitness,서초구
2155,잠원스포츠파크,서초구
2156,MN휘트니스,서초구
2157,펠리체PT스튜디오,서초구
2158,비바라짐 (신논현),서초구
2159,바디워크,서초구
2160,썸머짐,서초구
2161,그린헬스,서초구
2162,크로스핏 제니아,서초구
2163,헬스보이짐 신논현점,서초구
2164,달라짐(Dalla GYM) PT studio,서초구
2165,피트니스 스퀘어,서초구
2166,로얄바디짐,서초구
2167,포커스 핏,서초구
2168,스피드순환운동,서초구
2169,언남문화체육센터,서초구
2170,GYM승,서초구
2171,소울앤드바디,서초구
2172,갤럭시아스포츠클럽 더케이호텔점,서초구
2173,브랜뉴짐,서초구
2174,올핏 운동헬스케어 매니지먼트,서초구
2175,719 studio,서초구
2176,얼티밋 크로스핏 방배점,서초구
2177,헐크짐,서초구
2178,리얼핏,서초구
2179,탑,서초구
2180,발리토탈휘트니스,서초구
2181,C&S휘트니스,서초구
2182,어반액티브,서초구
2183,위아더 휘트니스,서초구
2184,Finest Private Gym,서초구
2185,에이블짐 신논현역,서초구
2186,(주)영자피트니스 이수방배,서초구
2187,방배역점 스포애니 주)케이디스포츠,서초구
2188,휘트니스 모션,서초구
2189,우성A휘트니스,서초구
2190,마하헬스크럽,서초구
2191,휘트니스에프엠 교대점,서초구
2192,짐홀릭,서초구
2193,주식회사중평알앤에스,서초구
2194,더 바른PT STUDIO,강서구
2195,발할라짐,서초구
2196,그린짐,서초구
2197,한전아트센터스포츠클럽,서초구
2198,우성헬스 2,서초구
2199,휘트니스짐,서초구
2200,SH메디휘트니스,서초구
2201,몸가짐휘트니스 건대입구점,광진구
2202,애플짐반포점,서초구
2203,운동하는날,서초구
2204,바디스펙트럼,서초구
2205,불스짐 강서구청사거리점,강서구
2206,스포니스 교대점,서초구
2207,빅브로짐 휘트니스,서초구
2208,바디녹스짐,서초구
2209,YS PT,서초구
2210,파프짐,서초구
2211,앤써 휘트니스,서초구
2212,반포짐,서초구
2213,짐엑스텐,서초구
2214,방배휘트니스클럽,서초구
2215,제이디아이스포츠,서초구
2216,코리아짐,서초구
2217,아이러브 휘트니스,서초구
2218,파워짐헬스크럽,서초구
2219,9's(나인스) PT STUDIO,서초구
2220,하이폭시코리아,서초구
2221,더쉐이프,서초구
2222,클래스짐,서초구
2223,Gym 360+,서초구
2224,주식회사 힐링스짐,서초구
2225,코어핏(Corefit),서초구
2226,TenTen Fitness,서초구
2227,The Better GYM,서초구
2228,빌더바디(Build The Body),서초구
2229,리커버리 퍼스널 트레이닝 센터,서초구
2230,아크피티스튜디오,서초구
2231,스포니스 반포점,서초구
2232,포커스 핏,서초구
2233,알앤디피티,서초구
2234,닥터 펠리체 짐,서초구
2235,뉴페이스짐,중랑구
2236,윤형준 트레이닝센터,서초구
2237,서리풀PT,서초구
2238,액트짐 반포점,서초구
2239,바디 아티스트,서초구
2240,라곰(LAGOM),서초구
2241,PT Lab Bangbae,서초구
2242,반포휘트니스사우나,서초구
2243,교대역점 스포애니 (주)케이디스포츠,서초구
2244,(주)바디스타,서초구
2245,다이아몬드짐 헬스,서초구
2246,피디컬짐,서초구
2247,테라피티,서초구
2248,퍼펙트짐,금천구
2249,비바라짐 내방점,서초구
2250,PT MATE,서초구
2251,짐에브리원,서초구
2252,로그짐 서초우성점,서초구
2253,교대PT,서초구
2254,바른밸런스 PT STUDIO,서초구
2255,슬릭 교대캠프,서초구
2256,타임 투 짐(TIME TO GYM),서초구
2257,로그짐 강남역점,서초구
2258,헬링짐,서초구
2259,네이처바이트 주식회사,서초구
2260,서래마을 체육관,서초구
2261,바디스펙트럼2,서초구
2262,바디메뉴얼,서초구
2263,S&C physical center,서초구
2264,빌리프짐 양재역점,서초구
2265,김민철 트레이닝,서초구
2266,HANT,서초구
2267,더짐 주식회사,서초구
2268,더바디코치,서초구
2269,라겟옴,서초구
2270,마커스 재활운동,서초구
2271,바른다짐 퍼스널 트레이닝,서초구
2272,짐파서블,서초구
2273,파란헬스살롱,서초구
2274,아몬드짐,서초구
2275,머슬메모리휘트니스,서초구
2276,짐 레빗(Gym Revit),서초구
2277,(주)올리바컴퍼니,서초구
2278,바라다짐,서초구
2279,웨이브휘트니스,서초구
2280,핏그라운드,서초구
2281,프로젝트핏,서초구
2282,GOTO 서브 반포점,서초구
2283,피치짐,서초구
2284,HEYDAY PT STUDIO,서초구
2285,T.H STUDIO,서대문구
2286,대청spo5,강남구
2287,(주)바운스 트램폴린파크 삼성센터,강남구
2288,바디핏 스타일,강남구
2289,로그짐 강남구청점,강남구
2290,Thera PT,강남구
2291,로그짐 역삼점,강남구
2292,블랙포스짐,강남구
2293,어반스튜디오,강남구
2294,서세호 PT&PILATES,강남구
2295,최원준 GYM,강남구
2296,ARC PT STUDIO,강남구
2297,F45 트레이닝 강남,강남구
2298,R&FIT,강남구
2299,24시 PT&태닝,강남구
2300,안강병원 헬스장,강남구
2301,(주)피엠코퍼레이션,강남구
2302,(주)스포짐 옐로우,강남구
2303,헬스보이짐 학동역점,강남구
2304,(주)더프라자 언주,강남구
2305,This is fitness,강남구
2306,테라피티,강남구
2307,선릉역점 스포애니,강남구
2308,액트짐 논현점,강남구
2309,이원다이애그노믹스(주) (EDGC),강남구
2310,디엔엘고,강남구
2311,오피티스튜디오,강남구
2312,min to MAX,강남구
2313,올플렉스짐,강남구
2314,운동중,강남구
2315,PT studio one,강남구
2316,큐벨로(QVELO),강남구
2317,ROD Fitness,강남구
2318,움직이는 공간,강남구
2319,운동장,강남구
2320,위고짐(WEGO GYM),강남구
2321,체육관 1호,강남구
2322,아토즈무브,강남구
2323,피트인 피트니스,강남구
2324,RF 트레이닝 스튜디오,강남구
2325,청담짐,강남구
2326,DIVE GYM PRIVATE,강남구
2327,다짐,강남구
2328,PT ONE,강남구
2329,라파짐엔 필라테스,강남구
2330,노크 프로젝트,강남구
2331,바디스 짐,강남구
2332,제이투짐,강남구
2333,닥터포바디 퍼스널 트레이닝,강남구
2334,제이슨의 V트레이닝(체대친구들 오프라인센터),강남구
2335,워너비즈,강남구
2336,주식회사 어센트 스포츠,강남구
2337,에스앤제이헬스케어,강남구
2338,로그짐 압구정점,강남구
2339,숀리엔한진 네츄럴 바디스쿨,강남구
2340,에이트바디,강남구
2341,크로스핏 강남(언주),강남구
2342,위크로스핏 양재,강남구
2343,버드레인,강남구
2344,소프트 실버타입,강남구
2345,파트너짐,강남구
2346,바디스 짐,강남구
2347,현대앤드쓰리,강남구
2348,머슬엑스,강남구
2349,플레이존스포츠(Playzone),강남구
2350,올댓바디,강남구
2351,매드핏,강남구
2352,피트니스 일레븐,강남구
2353,주식회사 진스엠파워,강남구
2354,커브스 개포클럽,강남구
2355,Beyond Fitness Club,강남구
2356,Hoon fit(훈핏),강남구
2357,피트니스플랜비,강남구
2358,나비드짐,강남구
2359,스카이짐,강남구
2360,화이트짐 강남점,강남구
2361,식스컷츠,강남구
2362,무드짐,강남구
2363,하이라이트핏(HILIGHT FIT),강남구
2364,주식회사 기븐 플러스,강남구
2365,도산짐,강남구
2366,피지컬 케어&짐,강남구
2367,스?온 서울,강남구
2368,트레인트루(Traintrue),강남구
2369,로그짐 학동점,강남구
2370,핏앤 리프트,강남구
2371,에이블짐 압구정로데오점,강남구
2372,더 클래식 바디랩,강남구
2373,어썸어스,강남구
2374,디스이즈 피트니스,강남구
2375,업투 삼성역점,강남구
2376,Halona gym(할로나짐),강남구
2377,글램핏 PT&필라테스,강남구
2378,큐짐,강남구
2379,바비스튜디오,강남구
2380,에슬레틱 플로우,강남구
2381,베네핏짐,강남구
2382,고PT,강남구
2383,스타디온 삼성,강남구
2384,스케치바디PT&필라테스,강남구
2385,허니짐,강남구
2386,86 피티(PT),강남구
2387,오엠짐,강남구
2388,Back Gym(백짐),강남구
2389,피크핏(PEAKFIT),강남구
2390,AIM-FIT(에임핏),강남구
2391,버핏그라운드 역삼,강남구
2392,다짐 PT,강남구
2393,비나이더 피트니스 청담점,강남구
2394,마이짐 피트니스,강남구
2395,GAME CHANGER(게임체인저),강남구
2396,니드핏(Need Fit),강남구
2397,(주)조선호텔앤리조트 센터필드 피트니스클럽,강남구
2398,윔짐,강남구
2399,리스튜디오,강남구
2400,슬릭 강남 캠프,강남구
2401,이루짐 피티샵,강남구
2402,STV 피지컬 퍼포먼스짐,강남구
2403,Pers fitness,강남구
2404,크로스핏 라임라잇(주),강남구
2405,나비드짐 PT&필라테스 선릉점,강남구
2406,63피트니스,강서구
2407,(주)신안관광 호텔리베라 체력단련장,강남구
2408,블루덤벨 휘트니스,강남구
2409,206짐,강남구
2410,F45 트레이닝 역삼,강남구
2411,MASTER GYM(마스터짐 앤 필라테스),강남구
2412,바디튜토리얼,강남구
2413,한티역점 스포애니 주)케이디스포츠,강남구
2414,액트짐 신논현점,강남구
2415,타잇바디짐,강남구
2416,커브스 세곡클럽,강남구
2417,김성환짐,강남구
2418,짐타운,강남구
2419,프로짐,강남구
2420,온더피티 스튜디오,강남구
2421,토탈케어 컴퍼니,강남구
2422,온유어짐 PT studio 압구정,강남구
2423,빌리프짐 선릉역점,강남구
2424,알이에스피(RES.P),강남구
2425,펀짐,강남구
2426,청담피트니스,강남구
2427,리프트짐,강서구
2428,F45 신논현,강남구
2429,강남피티,강남구
2430,플로우핏,강남구
2431,스타휘트니스 246,강남구
2432,엠엔휘트니스,강남구
2433,트라이앵글,강남구
2434,고알레 클럽하우스,강남구
2435,Health in,강남구
2436,리미트리스 짐,강남구
2437,로그짐 삼성점,강남구
2438,올댓바스켓,강남구
2439,TABFIT,강남구
2440,한마음(125),강남구
2441,상아(129),강남구
2442,클럽케이 서울 휘트니스,강남구
2443,미도헬스클럽(55),강남구
2444,휘트니스클럽 36.5(288),강남구
2445,잭스 피트니스,강남구
2446,저스트PT,중랑구
2447,(주)케이에스 스포짐컴퍼니,강남구
2448,유성 스포츠센터,강남구
2449,바디랑 필라테스 스튜디오,강남구
2450,크로스핏 압구정(344),강남구
2451,에이디스짐(337),강남구
2452,INUS 휘트니스(340),강남구
2453,핏엔젤1호,강남구
2454,참짐(475),강남구
2455,BNB 퍼스널 트레이닝 스튜디오,강남구
2456,멤버쉽 휘트니스 플레이 바이 어스,강남구
2457,마음가짐,강남구
2458,BM,강남구
2459,3Y짐,서대문구
2460,린 필라테스 앤 엑서프리(343),강남구
2461,라인에 반하다(305),강남구
2462,오늘PT,강남구
2463,맥스 퍼스널 트레이닝&테라피 스튜디오(440),강남구
2464,핏 투 핏,강남구
2465,브이엠휘트니스 삼성점,강남구
2466,주식회사 강남투엑스휘트니스(445),강남구
2467,WAGAGYM 압구정점,강남구
2468,B&B(143),강남구
2469,(의)성광의료재단 차움의원(444),강남구
2470,엠엔휘트니스 3호점(447),강남구
2471,크로스핏 강남(352),강남구
2472,힙업학원,강남구
2473,성피티짐[SungPT Gym](354),강남구
2474,Ace private gym(355),강남구
2475,엠엔휘트니스 2호점(436),강남구
2476,휘트니스모션,강남구
2477,바름PT,강남구
2478,닥터피티,강남구
2479,페인스톰 청담(358),강남구
2480,코어짐(Core Gym),강남구
2481,라비아 피트니스,강남구
2482,모모스크린골프,강남구
2483,역삼역점 스포애니 (주)케이디스포츠,강남구
2484,우성스포츠센터,강남구
2485,바디핏 휘트니스,강남구
2486,짐어스,강남구
2487,피트니스 에비뉴[Fitness Avenue](454),강남구
